"";"H1";"H10";"H11";"H12";"H13";"H14";"H15";"H16_1";"H16_2";"H16_3";"H16_4";"H16_5";"H17_1";"H17_2";"H18_1";"H18_2";"H18_3";"H18_4";"H18_5";"H18_6";"H19_1";"H19_2";"H19_3";"H19_4";"H19_5";"H2";"H20_1";"H20_2";"H20_3";"H20_4";"H20_5";"H20_6";"H20_7";"H20_8";"H21_1";"H21_10";"H21_11";"H21_12";"H21_2";"H21_3";"H21_4";"H21_5";"H21_6";"H21_7";"H21_8";"H21_9";"H22_1";"H22_10";"H22_11";"H22_12";"H22_13";"H22_14";"H22_15";"H22_16";"H22_2";"H22_3";"H22_4";"H22_5";"H22_6";"H22_7";"H22_8";"H22_9";"H23_1";"H23_2";"H23_3";"H23_4";"H23_5";"H23_6";"H24";"H25";"H26";"H27";"H28";"H29";"H3";"H30";"H31";"H32";"H33";"H34";"H35";"H36";"H37";"H38";"H39";"H40";"H41";"H42";"H43";"H44";"H45";"H46";"H47";"H48";"H49";"H4_1";"H4_2";"H4_3";"H4_4";"H4_5";"H4_6";"H4_7";"H4_8";"H50";"H51";"H52";"H53";"H54";"H55";"H56";"H57";"H58";"H59";"H5_1";"H5_2";"H6";"H60";"H61";"H62";"H63";"H64";"H65";"H66";"H67";"H68";"H69";"H7";"H70";"H71";"H72";"H73";"H74";"H75";"H76";"H77";"H78";"H79";"H8";"H80";"H81";"H82";"H83";"H84";"H85";"H9";"ID"
"61";"4264";"51,5";"44,4";"15,8";"0,0223";"797";"0";"0,23";"0,05";"0,66";"0,01";"0,05";"0,32";"0,68";"0,06";"0,3";"0,18";"0,31";"0,09";"0,05";"0,14";"0,54";"0,24";"0,08";"0";"18051";"0,54";"0,03";"0,04";"0,14";"0,09";"0,12";"0,04";"0";"0,01";"0,16";"0";"0,01";"0,15";"0,07";"0,31";"0,01";"0,01";"0,14";"0,09";"0,04";"0";"0,04";"0,07";"0,17";"0,1";"0,39";"0";"0,01";"0";"0,02";"0,01";"0,01";"0,03";"0,04";"0,07";"0,03";"0,01";"0,2";"0,6";"0,11";"0,03";"0,05";"1125,74";"0,78";"0,61";"0,06";"0,49";"263,52";"4";"3140,93";"3407,13";"1129,94";"223,88";"0";"1";"2";"2";"8";"";"2";"2";"11,55";"3";"125";"1";"99999997";"0";"0";"1";"0,138829";"0,061437";"0,060661";"0,145643";"0,207135";"0,127306";"0,129522";"0,129467";"48";"2";"";"0";"0";"0";"1";"1";"1";"1";"0,489225";"0,510775";"0,035";"0";"2";"0";"11";"0";"0";"0";"9997";"0";"0";"0,235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,66";"0";"0";"";"0";"0";"";"0,105";"64"
"62";"2763";"62,4";"58,9";"23,1";"0,0191";"31";"10";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"13263";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"997";"1107,54";"997";"997";"997";"997";"604,79";"3";"2767,33";"3194,65";"1296,41";"416,95";"0";"2";"2";"2";"2";"";"2";"4";"16,21";"3";"129";"5";"6342";"0";"0";"5";"0,128478";"0,062957";"0,087009";"0,161728";"0,147101";"0,131494";"0,118148";"0,163085";"15";"2";"";"2";"2";"0";"1";"0";"1";"0";"0,4967";"0,5033";"0,088";"0";"0";"0";"0";"0";"0";"0";"9997";"0";"0";"0,242";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,616";"0";"0";"";"0";"0";"";"0,142";"65"
"63";"737098";"55,5";"156,2";"33,8";"0,0392";"-1563";"-106";"0,29";"0,07";"0,4";"0,12";"0,12";"0,37";"0,63";"0,36";"0,33";"0,18";"0,09";"0,02";"0,01";"0,1";"0,2";"0,37";"0,31";"0,01";"737098";"0,56";"0,06";"0,05";"0,22";"0,08";"0,01";"0";"0,02";"0,07";"0,02";"0,02";"0,05";"0,19";"0,05";"0,24";"0,03";"0";"0,22";"0,08";"0,05";"0,04";"0,07";"0,1";"0,1";"0,14";"0,17";"0";"0,01";"0,02";"0,03";"0,04";"0,05";"0,07";"0,06";"0,06";"0,05";"0,03";"0,13";"0,55";"0,21";"0,01";"0,08";"1178,73";"0,35";"0,57";"0,72";"0,11";"478,29";"2";"3443,06";"3707,64";"999,9";"558,14";"99997";"1";"2";"2";"2";"";"2";"68";"12,71";"82";"163";"32";"312676";"4";"3";"2";"0,077443";"0,036043";"0,046457";"0,142411";"0,157516";"0,115761";"0,17227";"0,252099";"37";"2";"";"72";"29";"60";"9997";"9997";"9997";"9997";"0,454";"0,546";"0,1";"9";"106";"10";"1045";"9";"6";"1";"12";"1";"4";"0,139";"1";"2";"2";"9997";"0";"0";"0";"0";"0";"0";"0,643";"1";"2";"Profesjonalna obsługa klienta w jezyku polskim i angielskim.";"0";"0";"";"0,218";"66"
"64";"306826";"55,6";"137,6";"32,2";"0,0543";"-947";"-131";"0,25";"0,1";"0,45";"0,1";"0,11";"0,38";"0,62";"0,21";"0,26";"0,22";"0,19";"0,07";"0,04";"0,24";"0,44";"0,21";"0,11";"0";"306826";"0,35";"0,08";"0,08";"0,28";"0,1";"0,09";"0,01";"0,01";"0,01";"0,1";"0,01";"0,03";"0,06";"0,03";"0,23";"0,06";"0";"0,28";"0,1";"0,08";"0,01";"0,11";"0,21";"0,17";"0,1";"0,05";"0";"0,01";"0,01";"0,01";"0,04";"0,05";"0,06";"0,04";"0,07";"0,05";"0,04";"0,3";"0,59";"0,06";"0";"0,01";"1168,42";"0,23";"0,45";"0,24";"0,21";"365,06";"2";"4329,54";"4607,04";"1253,31";"445,89";"0";"1";"1";"1";"2";"";"2";"35";"12,78";"37";"322";"29";"374911";"12";"0";"5";"0,080717";"0,040042";"0,054311";"0,15659";"0,142517";"0,129497";"0,160117";"0,236209";"107";"2";"";"12";"5";"3";"6";"3";"1";"0";"0,472";"0,528";"0,038";"93";"52";"1";"765";"94";"2";"1";"3";"0";"0";"0,151";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0,643";"0";"0";"";"0";"0";"";"0,207";"67"
"65";"1720398";"60,8";"148,1";"36,3";"0,033307";"94";"4";"0,26";"0,09";"0,39";"0,12";"0,14";"0,37";"0,63";"0,32";"0,3";"0,27";"0,11";"0,01";"0";"0,08";"0,29";"0,44";"0,18";"0";"123473";"0,63";"0,03";"0";"0,21";"0,09";"0,01";"0,02";"0";"0,07";"0,03";"0";"0,03";"0,19";"0,04";"0,31";"0,02";"0";"0,21";"0,09";"0";"0,03";"0,05";"0,07";"0,09";"0,19";"0,09";"0";"0,02";"0,02";"0,02";"0,05";"0,21";"0,07";"0,03";"0,04";"0,03";"0,03";"0,3";"0,41";"0,2";"0,01";"0,05";"1601,97";"0,38";"0,57";"0,65";"0,07";"480,77";"1";"6084,93";"7084,18";"1284,52";"441,52";"0";"1";"1";"1";"1";"Romowie";"1";"7";"14,74";"16";"174";"3";"36439";"0";"0";"2";"0,088173";"0,038753";"0,043167";"0,121606";"0,191135";"0,122278";"0,135058";"0,25983";"15";"2";"";"6";"3";"0";"0";"0";"6";"0";"0,537486";"0,462514";"0,035";"0";"20";"2";"24";"0";"0";"0";"9997";"0";"0";"0,152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,622";"0";"0";"";"0";"0";"";"0,226";"68"
"66";"9094";"51,6";"95,2";"25,2";"0,0319";"21";"1";"0,19";"0,11";"0,37";"0,13";"0,19";"0,54";"0,46";"0,26";"0,46";"0,14";"0,12";"0,02";"0";"0,31";"0,38";"0,22";"0,1";"0";"14375";"0,27";"0,1";"0,03";"0,49";"0,07";"0,02";"0";"0,02";"0,04";"0,02";"0,02";"0";"0,04";"0,02";"0,15";"0,12";"0";"0,49";"0,07";"0,03";"0,11";"0,15";"0,1";"0,09";"0";"0,07";"0";"0";"0";"0,03";"0,02";"0,09";"0,06";"0,05";"0,15";"0,08";"0,02";"0,13";"0,78";"0,04";"0";"0,03";"1186,91";"0,35";"0,32";"0,24";"0,3";"512,03";"3";"2910,49";"2848,39";"793,36";"501,37";"0";"1";"2";"2";"2";"";"2";"1";"22,18";"3";"194";"1";"5222";"3";"0";"1";"0,096417";"0,045496";"0,056765";"0,164243";"0,141496";"0,115478";"0,180383";"0,199722";"4";"2";"";"0";"0";"1";"2";"1";"1";"0";"0,479";"0,52";"0,27";"0";"4";"0";"4";"0";"0";"0";"9997";"0";"0";"0,174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,66";"0";"0";"";"0";"0";"";"0,166";"69"
"67";"737098";"55,5";"156,2";"33,8";"0,0392";"-1563";"-106";"0,29";"0,07";"0,4";"0,12";"0,12";"0,37";"0,63";"0,36";"0,33";"0,18";"0,09";"0,02";"0,01";"0,1";"0,2";"0,37";"0,31";"0,01";"737098";"0,56";"0,06";"0,05";"0,22";"0,08";"0,01";"0";"0,02";"0,07";"0,02";"0,02";"0,05";"0,19";"0,05";"0,24";"0,03";"0";"0,22";"0,08";"0,05";"0,04";"0,07";"0,1";"0,1";"0,14";"0,17";"0";"0,01";"0,02";"0,03";"0,04";"0,05";"0,07";"0,06";"0,06";"0,05";"0,03";"0,13";"0,55";"0,21";"0,01";"0,08";"1178,73";"0,35";"0,57";"0,72";"0,11";"478,29";"2";"3443,06";"3707,64";"999,9";"558,14";"99997";"1";"2";"2";"2";"";"2";"68";"12,71";"82";"163";"32";"312676";"4";"0";"2";"0,077443";"0,036043";"0,046457";"0,142411";"0,157516";"0,115761";"0,17227";"0,252099";"10";"2";"";"72";"29";"60";"9997";"9997";"9997";"9997";"0,454";"0,546";"0,1";"9";"106";"10";"1045";"9";"6";"1";"12";"1";"4";"0,139";"1";"2";"2";"9997";"0";"0";"0";"0";"0";"0";"0,643";"1";"2";"Profesjonalna obsługa klienta w jezyku polskim i angielskim.";"0";"0";"";"0,218";"70"
"68";"217638";"49,1";"131,1";"27,8";"0,0384";"-935";"-41";"0,22";"0,07";"0,48";"0,13";"0,09";"0,41";"0,59";"0,25";"0,3";"0,24";"0,16";"0,04";"0,01";"0,16";"0,44";"0,3";"0,09";"0";"217638";"0,42";"0,06";"0,09";"0,28";"0,08";"0,06";"0,01";"0,01";"0,02";"0,06";"0,01";"0,04";"0,08";"0,01";"0,27";"0,06";"0";"0,28";"0,08";"0,09";"0,06";"0,09";"0,13";"0,12";"0,16";"0,03";"0";"0";"0,03";"0,03";"0,04";"0,04";"0,06";"0,05";"0,07";"0,08";"0,05";"0,29";"0,62";"0,05";"0";"0";"1168,42";"0,32";"0,45";"0,3";"0,22";"370,04";"2";"2836,38";"2943,83";"1107";"460,36";"0";"1";"2";"2";"2";"";"2";"29";"16,24";"22";"198";"6";"26817";"4";"0";"5";"0,077372";"0,037824";"0,048254";"0,149404";"0,159517";"0,12076";"0,184853";"0,222015";"50";"1";"niemiecki";"6";"6";"12";"0";"0";"0";"0";"0,474";"0,526";"0,139";"0";"10";"1";"447";"0";"4";"0";"9997";"0";"3";"0,143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,671";"1";"2";"Szkolenia dla stażystów.";"0";"0";"";"0,187";"71"
"69";"8227";"43,6";"58,6";"16,1";"0,0224";"-92";"2";"0,33";"0";"0,54";"0,09";"0,04";"0,19";"0,81";"0,12";"0,2";"0,29";"0,16";"0,2";"0,04";"0,21";"0,3";"0,33";"0,16";"0";"11848";"0,4";"0,1";"0";"0,15";"0,25";"0,06";"0,04";"0";"0";"0,09";"0";"0";"0,11";"0";"0,33";"0,07";"0";"0,15";"0,25";"0";"0,32";"0,04";"0,17";"0,12";"0,11";"0";"0";"0";"0";"0";"0";"0";"0,04";"0,08";"0,13";"0";"0";"0,2";"0,8";"0";"0";"0";"1026,36";"0,36";"0,6";"0,38";"0,06";"2318,81";"3";"6390,49";"6988,46";"1553,02";"1760,74";"5";"1";"2";"2";"2";"";"2";"2";"14,94";"2";"165";"1";"6566";"1";"0";"2";"0,099426";"0,054018";"0,067353";"0,193366";"0,12846";"0,1342";"0,184419";"0,138758";"24";"2";"";"2";"1";"1";"1";"1";"2";"1";"0,498";"0,502";"0,118";"2";"0";"0";"9997";"10";"0";"0";"9997";"0";"0";"0,191";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,696";"0";"0";"";"0";"0";"";"0,112";"72"
"2";"6154";"59,2";"90,2";"28,1";"0,021973";"-61";"1";"0,31";"0";"0,56";"0,06";"0,06";"0,27";"0,73";"0,2";"0,22";"0,28";"0,16";"0,09";"0,05";"0,09";"0,28";"0,36";"0,24";"0,04";"12217";"0,36";"0,08";"0,11";"0,23";"0,19";"0,01";"0";"0,01";"0,01";"0,01";"0,01";"0,05";"0,08";"0,09";"0,17";"0,03";"0";"0,23";"0,19";"0,11";"0,01";"0,11";"0,14";"0,1";"0,07";"0,11";"0";"0,01";"0,03";"0";"0,03";"0,06";"0,04";"0,06";"0,12";"0,1";"0";"0,18";"0,64";"0,18";"0";"0";"1601,97";"0,49";"0,5";"0,3";"0,26";"757,98";"3";"2529,74";"3006,21";"875,17";"372,62";"0";"2";"2";"2";"2";"";"2";"2";"19,16";"7";"230";"1";"684";"0";"0";"1";"0,088565";"0,054432";"0,089465";"0,153802";"0,12147";"0,130801";"0,157977";"0,203487";"14";"2";"";"0";"0";"0";"0";"0";"0";"0";"0,513465";"0,486535";"0,265";"0";"2";"0";"0";"0";"0";"0";"9997";"0";"0";"0,196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,628";"0";"0";"";"0";"0";"";"0,176";"73"
"6";"737098";"55,5";"156,2";"33,8";"0,0392";"-1563";"-106";"0,29";"0,07";"0,4";"0,12";"0,12";"0,37";"0,63";"0,36";"0,33";"0,18";"0,09";"0,02";"0,01";"0,1";"0,2";"0,37";"0,31";"0,01";"737098";"0,56";"0,06";"0,05";"0,22";"0,08";"0,01";"0";"0,02";"0,07";"0,02";"0,02";"0,05";"0,19";"0,05";"0,24";"0,03";"0";"0,22";"0,08";"0,05";"0,04";"0,07";"0,1";"0,1";"0,14";"0,17";"0";"0,01";"0,02";"0,03";"0,04";"0,05";"0,07";"0,06";"0,06";"0,05";"0,03";"0,13";"0,55";"0,21";"0,01";"0,08";"1178,73";"0,35";"0,57";"0,72";"0,11";"478,29";"2";"3443,06";"3707,64";"999,9";"558,14";"99997";"1";"1";"1";"2";"";"2";"68";"12,71";"82";"163";"32";"312676";"4";"0";"1";"0,077443";"0,036043";"0,046457";"0,142411";"0,157516";"0,115761";"0,17227";"0,252099";"35";"2";"";"72";"29";"60";"9997";"9997";"9997";"9997";"0,454";"0,546";"0,1";"9";"106";"10";"1045";"9";"6";"1";"12";"1";"4";"0,139";"1";"2";"2";"9997";"0";"0";"0";"0";"0";"0";"0,643";"1";"2";"Profesjonalna obsługa klienta w jezyku polskim i angielskim.";"0";"0";"";"0,218";"74"
"99";"292732";"50,5";"98,7";"21,2";"0,0198";"-188";"165";"0,31";"0,04";"0,48";"0,08";"0,09";"0,34";"0,66";"0,28";"0,31";"0,2";"0,16";"0,04";"0,01";"0,09";"0,13";"0,35";"0,42";"0,01";"292732";"0,54";"0,05";"0,04";"0,21";"0,13";"0,02";"0";"0,02";"0,11";"0,03";"0,02";"0,06";"0,15";"0,06";"0,17";"0,03";"0";"0,21";"0,13";"0,04";"0,04";"0,08";"0,13";"0,15";"0,16";"0,16";"0";"0,01";"0,01";"0,02";"0,02";"0,04";"0,05";"0,04";"0,05";"0,04";"0,02";"0,11";"0,56";"0,23";"0,01";"0,07";"1103,2";"0,51";"0,65";"0,62";"0,11";"363,31";"2";"4263,21";"4780,09";"1468,31";"605,63";"99997";"1";"2";"2";"2";"";"1";"37";"13,37";"17";"152";"16";"317167";"11";"0";"7";"0,083117";"0,040018";"0,054346";"0,154401";"0,153975";"0,117992";"0,134659";"0,261492";"49";"2";"";"0";"9997";"40";"0";"0";"10";"0";"0,467";"0,533";"0,123";"9997";"19";"1";"173";"9997";"4";"2";"2";"0";"2";"0,169";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0,665";"0";"0";"";"0";"0";"";"0,167";"75"
"98";"756183";"53,4";"125,3";"29,7";"0,0441";"110";"306";"0,33";"0,08";"0,36";"0,1";"0,13";"0,33";"0,67";"0,39";"0,3";"0,2";"0,08";"0,02";"0,01";"0,06";"0,19";"0,35";"0,39";"0,01";"756183";"0,55";"0,08";"0,03";"0,21";"0,1";"0,02";"0,01";"0,01";"0,09";"0,02";"0,01";"0,05";"0,18";"0,07";"0,21";"0,03";"0";"0,21";"0,1";"0,03";"0,04";"0,06";"0,08";"0,09";"0,15";"0,23";"0";"0";"0,03";"0,02";"0,03";"0,05";"0,06";"0,05";"0,05";"0,04";"0,02";"0,19";"0,55";"0,2";"0,01";"0,03";"1107,54";"0,42";"0,64";"0,36";"0,18";"749,33";"2";"4479,95";"4453,06";"1209,7";"530,17";"99997";"1";"2";"2";"2";"";"2";"88";"13,31";"71";"278";"77";"1478463";"40";"0";"2";"0,088054";"0,03908";"0,050414";"0,162519";"0,173908";"0,119266";"0,145703";"0,221056";"114";"2";"";"7";"2";"2";"0";"0";"1";"1";"0,4673";"0,5327";"0,047";"0";"72";"14";"86";"0";"6";"4";"19";"1";"1";"0,155";"1";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0,652";"1";"9997";"Regularna nauka jezyka";"0";"0";"";"0,194";"76"
"91";"1161";"56";"61,9";"21,4";"0,0175";"2";"9";"0,23";"0,02";"0,69";"0";"0,06";"0,39";"0,61";"0";"0,25";"0,15";"0,28";"0,22";"0,11";"0,21";"0,34";"0,27";"0,18";"0";"8501";"0,29";"0";"0,11";"0,31";"0,16";"0,12";"0";"0";"0";"0,12";"0";"0";"0,04";"0,02";"0,13";"0,02";"0,08";"0,31";"0,16";"0,11";"0,02";"0,14";"0,02";"0,06";"0,08";"0,02";"0";"0";"0,02";"0,04";"0,02";"0,04";"0,11";"0,06";"0,15";"0,21";"0";"0,17";"0,77";"0,06";"0";"0";"907,28";"0,73";"0,56";"0";"0,25";"538,95";"4";"2505,86";"2948,55";"961,85";"503,48";"0";"1";"1";"1";"2";"";"2";"2";"10,06";"5";"94";"11";"4060";"0";"0";"0";"0,108105";"0,068933";"0,080108";"0,177626";"0,142689";"0,126338";"0,135984";"0,160216";"0";"2";"";"10";"2";"6";"0";"0";"10";"4";"0,501";"0,498";"0,201";"0";"0";"0";"0";"10";"0";"0";"9997";"1";"2";"0,222";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,641";"1";"9997";"Cišgla nauka języka dla dzieci.";"0";"0";"";"0,137";"77"
"90";"84537";"55";"83,3";"25";"0,0274";"-350";"-23";"0,37";"0,02";"0,47";"0,05";"0,08";"0,37";"0,63";"0,13";"0,3";"0,27";"0,22";"0,06";"0,01";"0,13";"0,24";"0,37";"0,26";"0";"84537";"0,5";"0,04";"0,05";"0,21";"0,15";"0,03";"0,01";"0,01";"0,03";"0,04";"0,01";"0,03";"0,19";"0,04";"0,19";"0,06";"0";"0,21";"0,15";"0,05";"0,02";"0,11";"0,13";"0,17";"0,26";"0,05";"0";"0,01";"0,01";"0,02";"0,03";"0,03";"0,03";"0,04";"0,05";"0,04";"0,01";"0,38";"0,55";"0,05";"0";"0";"1107,54";"0,57";"0,63";"0,3";"0,51";"884,89";"2";"4306,11";"4542,5";"1793,01";"868,42";"0";"1";"2";"2";"1";"Romowie";"2";"13";"12,49";"8";"264";"6";"222293";"3";"0";"1";"0,102641";"0,053196";"0,068219";"0,167891";"0,151709";"0,127991";"0,141335";"0,187019";"18";"2";"";"15";"10";"20";"5";"2";"5";"2";"0,4792";"0,5208";"0,098";"0";"10";"0";"10";"0";"1";"1";"9998";"3";"3";"0,194";"0";"0";"1";"1";"0";"0";"1";"2";"0";"0";"0,645";"1";"2";"Szkolenia dla plastyków.";"0";"0";"";"0,161";"78"
"93";"5155";"60,6";"76,4";"26,2";"0,0169";"-4";"4";"0,27";"0";"0,67";"0,04";"0,03";"0,22";"0,78";"0,07";"0,2";"0,13";"0,14";"0,19";"0,26";"0,15";"0,45";"0,32";"0,08";"0";"6748";"0,42";"0,14";"0,15";"0,22";"0,07";"0";"0";"0";"0,02";"0";"0";"0";"0,03";"0";"0,26";"0,08";"0,17";"0,22";"0,07";"0,15";"0";"0,3";"0";"0,02";"0,1";"0,03";"0";"0";"0";"0";"0,1";"0,07";"0,05";"0,06";"0,23";"0,03";"0,03";"0,35";"0,61";"0";"0";"0";"907,28";"0,72";"0,44";"0";"0,29";"880,67";"4";"2962,4";"3264,89";"1155,21";"490,88";"10";"2";"2";"2";"2";"";"2";"1";"16,06";"2";"189";"1";"6775";"0";"0";"2";"0,112033";"0,064019";"0,067279";"0,171903";"0,153972";"0,120184";"0,122407";"0,188204";"5";"2";"";"0";"2";"4";"0";"0";"1";"0";"0,492";"0,507";"0,168";"0";"1";"0";"1";"0";"0";"0";"9997";"0";"0";"0,214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,623";"0";"0";"";"0";"0";"";"0,163";"79"
"92";"1858";"55,8";"75,1";"24";"0,0191";"715";"16";"0,37";"0,03";"0,43";"0,07";"0,1";"0,31";"0,69";"0,32";"0,41";"0,18";"0,08";"0,02";"0";"0,08";"0,43";"0,28";"0,21";"0";"51970";"0,52";"0,14";"0,03";"0,23";"0,04";"0,03";"0,02";"0";"0,06";"0,05";"0";"0,02";"0,13";"0,06";"0,33";"0,05";"0,01";"0,23";"0,04";"0,03";"0,09";"0,04";"0,04";"0,04";"0,18";"0,25";"0";"0";"0,05";"0,03";"0,05";"0,1";"0,02";"0,03";"0,07";"0,02";"0,03";"0,2";"0,58";"0,16";"0,01";"0,02";"1107,54";"0,41";"0,57";"0,12";"0,27";"625,14";"3";"2482,95";"2895,06";"1036,65";"358,32";"0";"1";"2";"2";"1";"Romowie";"2";"6";"16,36";"9";"104";"1";"30720";"2";"0";"2";"0,110256";"0,055609";"0,066154";"0,151029";"0,16802";"0,130518";"0,140158";"0,178257";"17";"2";"";"7";"20";"5";"1";"1";"5";"5";"0,4844";"0,5156";"0,109";"9";"3";"0";"3";"3";"0";"0";"9997";"1";"1";"0,205";"0";"0";"1";"9997";"0";"0";"1";"9997";"0";"0";"0,642";"1";"9997";"Szkolenia języka angielskiego, jeżeli jest praca dla osoby bezrobotnej i wymaga ona szkolenia.";"0";"0";"";"0,154";"80"
"95";"897";"62,1";"104,6";"31,8";"0,0296";"-15";"0";"0,35";"0";"0,58";"0,02";"0,06";"0,3";"0,7";"0,18";"0,31";"0,29";"0,17";"0,05";"0";"0,29";"0,3";"0,17";"0,25";"0";"8441";"0,56";"0";"0,03";"0,27";"0,13";"0,02";"0";"0";"0,09";"0,02";"0";"0";"0,05";"0,1";"0,06";"0,08";"0,19";"0,27";"0,13";"0,03";"0,05";"0,06";"0,16";"0,07";"0,06";"0,05";"0";"0,03";"0";"0,06";"0,15";"0,02";"0,06";"0,1";"0,03";"0,12";"0";"0,11";"0,74";"0,11";"0";"0,03";"1115,73";"0,75";"0,51";"0,04";"0,55";"631,69";"4";"2702,19";"2663,57";"970,63";"354,97";"0";"1";"2";"2";"2";"";"2";"2";"6,04";"5";"223";"1";"14820";"0";"0";"3";"0,093472";"0,053074";"0,069423";"0,146902";"0,138609";"0,122971";"0,150812";"0,224736";"34";"2";"";"1";"2";"1";"3";"0";"0";"0";"0,495";"0,505";"0,089";"0";"0";"0";"4";"0";"0";"1";"9998";"0";"2";"0,187";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,617";"0";"0";"";"0";"0";"";"0,196";"81"
"94";"3520";"50,3";"44,3";"15,5";"0,0306";"105";"3";"0,29";"0";"0,63";"0,01";"0,08";"0,28";"0,72";"0,15";"0,41";"0,24";"0,17";"0,04";"0";"0,17";"0,43";"0,29";"0,1";"0";"8652";"0,63";"0";"0,02";"0,13";"0,13";"0,08";"0,01";"0";"0,01";"0,1";"0";"0";"0,1";"0,08";"0,24";"0,09";"0,11";"0,13";"0,13";"0,02";"0";"0,14";"0,17";"0,17";"0,04";"0,26";"0";"0";"0";"0";"0,01";"0,01";"0,06";"0,04";"0,06";"0,04";"0,03";"0,15";"0,68";"0,13";"0,01";"0";"1158,49";"0,64";"0,54";"0,16";"0,38";"459,7";"4";"2407,8";"2538,91";"1006,6";"395,42";"0";"2";"2";"2";"2";"";"2";"2";"21,56";"5";"122";"0";"99999997";"0";"0";"1";"0,127118";"0,06305";"0,073236";"0,164004";"0,179981";"0,133337";"0,131514";"0,127761";"15";"2";"";"3";"0";"0";"1";"1";"2";"0";"0,505";"0,495";"0,177";"0";"3";"0";"3";"8";"0";"0";"9997";"0";"0";"0,232";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,665";"0";"0";"";"0";"0";"";"0,103";"82"
