"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy";"sample.marker"
"306";"grodzki";"21.00";"WOJ. PODKARPACKIE";688;190000015137;"III Liceum Ogólnokształcące";"38-404";"Krosno";"Rzeszowska";"10";134365564;134365564;"zse_krosno@poczta.onet.pl";"www.zse.krosno.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1820";"grodzki";"2.00";"WOJ. MAŁOPOLSKIE";40;190000076744;"XXII Liceum Ogólnokształcące";"31-977";"Kraków";"Osiedle Szkolne";"26";126445950;126441684;"zsel@elektryk2.neostrada.pl";"www.elektryk2.neostrada.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"216";"ziemski";"12.00";"WOJ. ŁÓDZKIE";369;190000011473;"I Liceum Ogólnokształcące w Ozorkowie";"95-035";"Ozorków";"Romualda Traugutta";"1";427189350;427189350;"zsosekretariat@lo-ozorkow.pl";"www.lo-ozorkow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1357";"ziemski";"22.00";"WOJ. ZACHODNIOPOMORSKIE";666;190000057412;"I Liceum Ogólnokształcące";"73-110";"Stargard Szczeciński";"Staszica";"2";915784656;915784656;"liceum_szkola@poczta.onet.pl";"www.lo1.stargard.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"137";"ziemski";"3.00";"WOJ. MAŁOPOLSKIE";80;190000008538;"LO";"33-130";"Radłów";"Biskupska";"2a";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"534";"grodzki";"11.00";"WOJ. MAZOWIECKIE";313;190000024418;"LXVIII Liceum Ogólnokształcące";"02-536";"WARSZAWA";"Ludwika Narbutta";"31";226465276;226465276;"sekretariat@68lo.edu.pl";"www.68lo.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1299";"grodzki";"13.00";"WOJ. KUJAWSKO-POMORSKIE";367;190000055215;"IV Liceum Ogólnokształcące";"86-300";"Grudziądz";"Sobieskiego";"12";564628518;564628518;"dyrektor@lo4.grudziadz.pl";"www.lo4.grudziadz.com.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"799";"grodzki";"2.00";"WOJ. ŚLĄSKIE";41;190000034189;"V Liceum Ogólnokształcące";"41-803";"Zabrze";"Zamkowa";"2";322746293;322746293;"zs4_zabrze@op.pl";"www.zs4zabrze.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1376";"grodzki";"9.00";"WOJ. ZACHODNIOPOMORSKIE";282;190000058049;"V Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi w Szczeciniee";"71-503";"Szczecin";"Ofiar Oświęcimia";"14";914232802;914232802;"lo5@lo5.szczecin.pl";"www.lo5.szczecin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1428";"grodzki";"26.00";"WOJ. WARMIŃSKO-MAZURSKIE";741;190000060719;"V Liceum Ogólnkształcące";"10-685";"Olsztyn";"Krasickiego";"2";895429953;895429953;"sekretariat@vlo.olsztyn.pl";"www.vlo.olsztyn.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"668";"grodzki";"5.00";"WOJ. ŚLĄSKIE";105;190000028479;"Liceum Ogólnokształcące Zgromadzenia Córek Bożej Miłości im. Franciszki Lechner";"43-300";"Bielsko-Biała";"Broniewskiego";"13";338292409;338292409;"liceum_cbm@bielsko.opoka.org.pl";"www.szkolacbm.eu";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1624";"ziemski";"21.00";"WOJ. LUBELSKIE";661;190000068757;"II LO Nr2";"23-210";"Kraśnik";"Sikorskiego";"25";818256986;818256986;"zsznr2krasnik@post.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1004";"ziemski";"8.00";"WOJ. WIELKOPOLSKIE";207;190000042386;"Liceum Ogólnokształcace";"64-510";"WRONKI";"LEŚNA";"17";672540213;672540213;"sekretariat@szkolanalesnej.edu.pl";"www.szkolanalesnej.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1733";"ziemski";"2.00";"WOJ. OPOLSKIE";67;190000073109;"II Liceum Ogólnokształcące";"46-300";"Olesno";"Powstańców Śląskich";"4";343582068;343582068;"zseio@zseio.olesno.pl";"www.zseio.olesno.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";16;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"439";"ziemski";"19.00";"WOJ. MAZOWIECKIE";546;190000022241;"Liceum Ogólnokształcące Nr III";"05-400";"Otwock";"Słowackiego";"4/10";227792201;227885700;"dyrslow@wp.pl";"www.slowacki.eu";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"600";"ziemski";"8.00";"WOJ. MAZOWIECKIE";163;190000026851;"Liceum Ogólnokształcące w Nowym Mieście nad Pilicą";"26-420";"Nowe Miasto nad Pilicą";"Ogrodowa";"16a";486741023;486741023;"liceumnowe@opp.pl";"www.liceumnowe.home.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1043";"ziemski";"6.00";"WOJ. DOLNOŚLĄSKIE";154;190000044383;"LO";"59-600";"Lwówek Śląski";"Henryka Brodatego";"1";757824349;757824349;"zsz6@wp.pl";"www.zsoiz.home.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1015";"grodzki";"16.00";"WOJ. DOLNOŚLĄSKIE";503;190000043069;"Liceum ogólnokształcące Nr VI";"54-139";"Wrocław";"Hutnicza";"45";713512345;713512345;"zs16@op.pl";"www.lo6.wroc.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"431";"grodzki";"6.00";"WOJ. MAZOWIECKIE";145;190000021950;"Akademickie Liceum Ogólnokształcące przy Państwowej Wyższej Szkole Zawodowej w Płocku";"09-402";"Płock";"Pl. Dąbrowskiego";"2";243665412;243665412;"liceum.pwszplock@op.pl";"liceum.pwszplock.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"233";"ziemski";"1.00";"WOJ. ŁÓDZKIE";35;190000012243;"V Liceum Ogólnokształcące";"97-200";"Tomaszów Mazowiecki";"Św. Antoniego";"29";447245515;447245515;"zsp1@zsp1.edu.pl";"www.zsp1.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"162";"ziemski";"13.00";"WOJ. ŁÓDZKIE";324;190000010301;"Liceum Ogólnokształcące im. Mikołaja Kopernika w Wieruszowie";"98-400";"Wieruszów";"Mikołaja Kopernika";"2a";627841168;627841168;"zso-kopernik@wp.pl";"www.lowier.eu";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1292";"ziemski";"5.00";"WOJ. KUJAWSKO-POMORSKIE";121;190000054933;"Liceum Ogólnokształcące";"87-330";"JABŁONOWO POMORSKIE";"NOWY RYNEK";"5";564957000;564957000;"zsjablonowo@poczta.onet.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"545";"grodzki";"16.00";"WOJ. MAZOWIECKIE";424;190000024725;"XXXVIII LIceum Ogólnokształcące";"02-952";"WARSZAWA";"WIERTNICZA";"26";228422433;228422433;"SEKRETARIAT@KOSTKA-POTOCKI.EDU.PL";"WWW.KOSTKA-POTOCKI.EDU.PL";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1481";"ziemski";"18.00";"WOJ. ŚWIĘTOKRZYSKIE";528;190000062437;"II Liceum Ogólnokształcące w Końskich";"26-200";"Końskie";"Sportowa";"9";413722556;413722556;"lo2konskie@poczta.fm";"lo2konskie.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1517";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";81;190000064420;"Liceum Ogólnokształcące w Zespole Szkół Ogólnokształcących im. Edwarda Szylki";"27-530";"Ożarów";"Osiedle Wzgórze";"54";158611016;158611993;"zso-ozarow@wp.pl";"www.zso-ozarow.oswiata.org.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"613";"ziemski";"2.00";"WOJ. MAZOWIECKIE";46;190000026998;"II Liceum Ogólnokształcące w Pionkach";"26-670";"Pionki";"Parkowa";"6";486128090;486128090;"zspg2@wp.pl";"www.zielone.xu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"897";"grodzki";"6.00";"WOJ. WIELKOPOLSKIE";156;190000038975;"ZSGE/LO";"62-510";"Konin";"kard. S. Wyszyńskiego";"3";632425421;632491655;"zsge@neostrada.pl";"zsge.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"730";"grodzki";"12.00";"WOJ. ŚLĄSKIE";358;190000030722;"I Liceum Ogólnokształcące im. Króla Jana III Sobieskiego w Piekarach Śląskich";"41-940";"Piekary Śląskie";"Gimnazjalna";"24";322872960;322870035;"lo@piekary.pl";"lo.piekary.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1926";"ziemski";"3.00";"WOJ. POMORSKIE";77;190000081739;"Liceum Ogólnokształcące";"83-140";"Gniew";"Sobieskiego";"11";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1965";"grodzki";"13.00";"WOJ. WIELKOPOLSKIE";377;190000083189;"I Liceum Ogólnokształcące";"60-809";"Poznań";"Bukowska";"16";618480671;618480671;"marcinek@marcinek.poznan.pl";"www.marcinek.poznan.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1951";"ziemski";"4.00";"WOJ. ŚWIĘTOKRZYSKIE";103;190000082720;"Liceum Ogólnokształcące";"27-640";"Klimontów";"Brunona Jasieńskiego";"1";158661261;158661261;"zsp_klim1@op.pl";"z-s-p.net";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"wieś";"gmina wiejska";0;"A"
"999";"ziemski";"11.00";"WOJ. WIELKOPOLSKIE";266;190000042312;"Liceum Ogólnokształcące";"62-065";"Grodzisk Wielkopolski";"3 Maja";"7";614445398;614445397;"sekretariat@logw.pl";"www.logw.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1409";"ziemski";"12.00";"WOJ. WARMIŃSKO-MAZURSKIE";342;190000060069;"Liceum Ogólnokształcące";"14-400";"Pasłęk";"Zwycięstwa";"28";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1831";"grodzki";"11.00";"WOJ. ŚLĄSKIE";361;190000077136;"III LICEUM OGÓLNOKSZTAŁCĄCE IM. WINCENTEGO STYCZYŃSKIEGO";"44-100";"GLIWICE";"GIERYMSKIEGO";"1";322317797;322317797;"sekretariat3lo@poczta.onet.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1959";"grodzki";"8.00";"WOJ. WARMIŃSKO-MAZURSKIE";200;190000083083;"VIII LICEUM OGÓLNOKSZTAŁCĄCE";"10-685";"OLSZTYN";"TUROWSKIEGO";"3";895428233;895428233;"ZSO4@POCZTA.FM";"WWW.ZSO4OLSZTYN.PL";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1943";"grodzki";"8.00";"WOJ. ŚLĄSKIE";153;190000082420;"XI Liceum Ogólnokształcące";"42-200";"Częstochowa";"Legionów";"58";343619100;343619100;"zsleg@edukacja.czestochowa.pl";"www.zsanders.republika.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"18";"grodzki";"1.00";"WOJ. MAŁOPOLSKIE";29;190000004431;"XIX Liceum Ogólnokształcące";"33-100";"Tarnów";"Os. Legionów H. Dąbrowskiego";"16";146224341;146224341;"sp23jpII@interia.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"786";"grodzki";"16.00";"WOJ. ŚLĄSKIE";524;190000033725;"V Liceum Ogólnokształcące im. A.Struga";"44-100";"Gliwice";"Górnych Wałów";"29";322310793;322310793;"strug@vlo.gliwice.pl";"vlo.gliwice.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1207";"ziemski";"4.00";"WOJ. POMORSKIE";128;190000051125;"Liceum Ogólnokształcące";"83-340";"Sierakowice";"Dworcowa";"3";586816270;586816270;"sierakowicezsa@poczta.onet.pl";"www.zspsiera.webd.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"wieś";"gmina wiejska";0;"A"
"1406";"ziemski";"4.00";"WOJ. WARMIŃSKO-MAZURSKIE";116;190000059998;"Liceum Ogólnokształcące w Gródkach";"13-206";"Płośnica";"Gródki";"30";236968277;236968277;"zsgrodki@wp.pl";"www.zsgrodki.cba.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"wieś";"gmina wiejska";0;"A"
"1083";"ziemski";"17.00";"WOJ. DOLNOŚLĄSKIE";494;190000045617;"I Liceum Ogólnokształcące im. H. Sienkiewicza w Nowej Rudzie";"57-400";"NOWA RUDA";"OSIEDLE PIASTOWSKIE";"17";748722577;748722577;"lo.nowaruda@wp.pl";"www.liceum.nowaruda.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1573";"grodzki";"18.00";"WOJ. LUBELSKIE";509;190000067503;"IV Liceum Ogólnokształcące";"22-100";"CHEŁM";"Św. Mikołaja";"4";825653889;825653889;"lo4chelm@poczta.fm";"www.4lochelm.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"57";"ziemski";"22.00";"WOJ. MAŁOPOLSKIE";687;190000005439;"II Liceum Ogólnokształcące";"32-500";"Chrzanów";"Kardynała Wyszyńskiego";"19";326236594;326236594;"liceum2chrzanow@o2.pl";"www.liceum.xon.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1163";"grodzki";"16.00";"WOJ. POMORSKIE";406;190000049417;"IV LICEUM OGÓLNOKSZTAŁCĄCE";"81-216";"Gdynia";"Morska";"186";586230853;586231521;"ivlogdynia@o2.pl";"dhost.info/ivlo";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1403";"ziemski";"11.00";"WOJ. WARMIŃSKO-MAZURSKIE";267;190000059930;"II Liceum Ogólnokształcące";"13-200";"Działdowo";"Polna";"11";236973333;236977203;"zs2dzialdowo@wp.pl";"www.zs2dzialdowo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"247";"ziemski";"20.00";"WOJ. ŁÓDZKIE";557;190000012530;"I LICEUM OGÓLNOKSZTAŁCĄCE";"97-400";"BEŁCHATÓW";"1 MAJA";"6";446322010;446322010;"lo1@lo1.pol.pl";"lo1.pol.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1675";"grodzki";"5.00";"WOJ. PODLASKIE";126;190000070232;"V LICEUM OGÓLNOKSZTAŁCĄCE";"18-400";"ŁOMŻA";"PRZYKOSZAROWA";"22";862186239;862186239;"zsmiolomza@epf.pl";"www.zsmio.lomza.info";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";20;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1261";"grodzki";"21.00";"WOJ. KUJAWSKO-POMORSKIE";603;190000053717;"II Liceum Ogólnokształcące im. Mikołaja Kopernika";"87-800";"Włocławek";"Urocza";"3";542360223;542367402;"lo2.wloclawek@wp.pl";"http://www.lo2.wloclawek.q4.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"265";"ziemski";"5.00";"WOJ. ŁÓDZKIE";136;190000013111;"Liceum Ogólnokształcące";"98-100";"Łask";"0";"55";436753461;436753461;"zsoostrow_mw@pro.onet.pl";"www.wikom.pl/zsostrow";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"wieś";"gmina miejsko-wiejska";0;"A"
"1793";"ziemski";"10.00";"WOJ. LUBUSKIE";298;190000075784;"I Liceum Ogólnokształcące";"68-300";"Lubsko";"Chopina";"10";684573935;684573936;"zsoie@interia.pl";"www.zsoie.lubsko.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";8;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1319";"ziemski";"3.00";"WOJ. ZACHODNIOPOMORSKIE";58;190000055729;"Liceum Ogólnokształcące w Barwicach";"78-460";"Barwice";"Moniuszki";"12";943732212;943732212;"gimbarw@post.pl";"www.barwice.szkola.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"39";"ziemski";"6.00";"WOJ. MAŁOPOLSKIE";153;190000005001;"II LO";"34-100";"Wadowice";"Zegadłowicza";"36";338731775;338731775;"zsmwadowice@pro.onet.pl";"zsmwadowice.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"257";"ziemski";"11.00";"WOJ. ŁÓDZKIE";309;190000012988;"Liceum Ogólnokształcące";"98-220";"Zduńska Wola";"";"118";438251491;438251490;"zsrckuwoj@poczta.onet.pl";"www.wojslawice.ksiezyc.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"wieś";"gmina wiejska";0;"A"
"775";"ziemski";"3.00";"WOJ. ŚLĄSKIE";86;190000033278;"Liceum Ogólnokształcące im. Marii Skłodowskiej - Curie";"41-250";"CZELADŹ";"GRODZIECKA";"29";322653611;322653611;"zs-czeladz@tlen.pl";"www.zs1-czeladz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"529";"grodzki";"14.00";"WOJ. MAZOWIECKIE";402;190000024000;"XCIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Zbigniewa Herberta";"03-984";"Warszawa";"Umińskiego";"12";226719927;226719927;"sekretariat_lo99@op.pl";"www.herbert99lo.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1205";"ziemski";"9.00";"WOJ. POMORSKIE";256;190000051092;"III Liceum Ogólnokształcące w Kartuzach";"83-300";"Kartuzy";"Wzgórze Wolności";"3";586810735;586810735;"zsziokart@poczta.onet.pl";"www.zsziok.boo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"550";"grodzki";"10.00";"WOJ. MAZOWIECKIE";293;190000024903;"CV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi";"03-188";"Warszawa";"Vincenta van Gogha";"1";228844380;226146716;"sekretariat@zs.waw.pl";"www.zs.waw.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"72";"grodzki";"15.00";"WOJ. MAŁOPOLSKIE";382;190000005911;"XXIV Liceum Ogólnokształcące";"31-517";"Kraków";"Wilhelma ""Wilka"" Wyrwińskiego";"1";124111102;124121700;"sekretariat@gimnazjum-nr5.krakow.pl";"www.xxivliceum.krakow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1982";"grodzki";"3.00";"WOJ. DOLNOŚLĄSKIE";75;190000084096;"Liceum Dwujęzyczne Nr IV";"50-082";"Wrocław";"Piotra Skargi";"31";713443403;713443403;"medrek@lo9.wroc.pl";"www.lo9.wroc.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"328";"ziemski";"6.00";"WOJ. PODKARPACKIE";138;190000016113;"LICEUM OGÓLNOKSZTAŁCĄCE";"37-550";"RADYMNO";"MICKIEWICZA";"4";166281021;166281021;"zsoiz@radymno.edu.pl";"www.zsoiz.radymno.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"466";"grodzki";"3.00";"WOJ. MAZOWIECKIE";85;190000023069;"XCII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI";"01-408";"WARSZAWA";"OŻAROWSKA";"71";228364062;228365786;"zsnr_32@wp.pl";"www.zs32.w.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"295";"ziemski";"2.00";"WOJ. PODKARPACKIE";62;190000014597;"III Liceum Ogólnokształcące";"38-200";"JASŁO";"SZKOLNA";"23";134483540;NA;"zs3@pronet.jaslo.pl";"zs3.jaslo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"25";"ziemski";"11.00";"WOJ. MAŁOPOLSKIE";283;190000004647;"Liceum Ogólnokształcące";"32-650";"Kęty";"Kościuszki";"29";338453072;338452911;"sekretariat@dabrowska.info";"dabrowska.info";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"822";"ziemski";"15.00";"WOJ. ŚLĄSKIE";474;190000035171;"Liceum Ogólnokształcące";"43-150";"Bieruń";"LIcealna";"17";322164060;NA;"";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1620";"ziemski";"3.00";"WOJ. LUBELSKIE";60;190000068734;"Liceum Ogólnokształcące - trzyletnie w Annopolu";"23-235";"Annopol";"Kościuszki";"22";158613582;158613582;"zespol-szkol_annopol@poczta.fm";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"22";"grodzki";"17.00";"WOJ. MAŁOPOLSKIE";551;190000004535;"II Liceum Ogólnokształcące";"33-100";"Tarnów";"Mickiewicza";"16";146558895;146558895;"lo2@ii-lo.tarnow.pl";"www.ii-lo.tarnow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1974";"ziemski";"8.00";"WOJ. ZACHODNIOPOMORSKIE";201;190000083830;"II Liceum Ogólnokształcące";"73-200";"Choszczno";"Polna";"5";957652539;957652539;"sekretariatch@vp.pl";"www.zs2.choszczno.com";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
